chr	start	end	strand	gene_ID	gene_type	gene_short_name
chr1	20795969	20800962	-	ENSMUSG00000133531	lncRNA	ENSMUSG00000133531
chr1	20801129	20804720	+	ENSMUSG00000025929	protein_coding	Il17a
chr1	20847370	20860841	-	ENSMUSG00000041872	protein_coding	Il17f
chr1	20873192	20890536	-	ENSMUSG00000041859	protein_coding	Mcm3
chr1	20891555	20892740	+	ENSMUSG00000099714	processed_pseudogene	Gm20587
chr1	20906885	20909913	+	ENSMUSG00000102121	lncRNA	Gm28065
chr1	20912759	20912890	-	ENSMUSG00000088858	snoRNA	Gm24723
chr1	20958855	20961270	-	ENSMUSG00000097934	lncRNA	6720483E21Rik
chr1	20960830	21009874	+	ENSMUSG00000025931	protein_coding	Paqr8
chr1	20985634	20985764	-	ENSMUSG00000077314	snoRNA	Gm24171
chr1	20995671	21022230	-	ENSMUSG00000133875	lncRNA	ENSMUSG00000133875
chr1	21015935	21017138	+	ENSMUSG00000100929	processed_pseudogene	Gm28064
chr1	21021850	21061065	+	ENSMUSG00000041809	protein_coding	Efhc1
chr1	21066523	21149453	-	ENSMUSG00000041779	protein_coding	Tram2
chr1	21117716	21135610	+	ENSMUSG00000137435	lncRNA	ENSMUSG00000137435
chr1	21150338	21151972	+	ENSMUSG00000099971	lncRNA	Gm28287
chr1	21236414	21258525	+	ENSMUSG00000129840	lncRNA	ENSMUSG00000129840
chr1	21249212	21257651	+	ENSMUSG00000100819	transcribed_unprocessed_pseudogene	Gm2693
chr1	21258413	21272437	-	ENSMUSG00000129885	lncRNA	ENSMUSG00000129885
chr1	21278944	21341891	-	ENSMUSG00000099343	lncRNA	Gm28836
chr1	21288799	21300391	+	ENSMUSG00000025933	protein_coding	Tmem14a
chr1	21304946	21307045	+	ENSMUSG00000102633	TEC	Gm38224
chr1	21310813	21335885	+	ENSMUSG00000025934	protein_coding	Gsta3
chr1	21342558	21343341	+	ENSMUSG00000138037	lncRNA	ENSMUSG00000138037
chr1	21342627	21343130	+	ENSMUSG00000096375	transcribed_unprocessed_pseudogene	Gm7094
chr1	21348044	21420496	-	ENSMUSG00000121505	lncRNA	ENSMUSG00000121505
chr1	21355832	21368351	-	ENSMUSG00000025936	transcribed_unprocessed_pseudogene	Gm4956
chr1	21363072	21376737	+	ENSMUSG00000141880	lncRNA	ENSMUSG00000141880
chr1	21382741	21386544	-	ENSMUSG00000093963	transcribed_unprocessed_pseudogene	Gm21909
chr1	21399613	21435444	+	ENSMUSG00000141838	lncRNA	ENSMUSG00000141838
chr1	21419865	21422424	+	ENSMUSG00000067750	protein_coding	Khdc1a
chr1	21424229	21425340	+	ENSMUSG00000086194	transcribed_unprocessed_pseudogene	Gm16329
chr1	21434275	21439181	-	ENSMUSG00000141922	lncRNA	ENSMUSG00000141922
chr1	21435027	21435254	+	ENSMUSG00000094436	transcribed_processed_pseudogene	Gm16327
chr1	21438555	21441069	+	ENSMUSG00000041722	protein_coding	Khdc1c
chr1	21442894	21443988	+	ENSMUSG00000085507	unprocessed_pseudogene	Gm2709
chr1	21449779	21450006	+	ENSMUSG00000094926	processed_pseudogene	Gm16533
chr1	21453780	21456597	+	ENSMUSG00000085079	protein_coding	Khdc1b
chr1	21457052	21461904	+	ENSMUSG00000129191	lncRNA	ENSMUSG00000129191
chr1	21461130	21461325	+	ENSMUSG00000085679	transcribed_processed_pseudogene	Gm16328
chr1	21468627	22032166	-	ENSMUSG00000028033	protein_coding	Kcnq5
chr1	21524915	21527241	-	ENSMUSG00000104138	TEC	Gm36949
chr1	21531491	21572729	+	ENSMUSG00000128794	lncRNA	ENSMUSG00000128794
chr1	21582157	21583280	-	ENSMUSG00000082935	processed_pseudogene	Gm7658
chr1	21909172	21910738	-	ENSMUSG00000103748	TEC	Gm38243
chr1	21974775	21986407	+	ENSMUSG00000124418	lncRNA	ENSMUSG00000124418
chr1	22030904	22043802	+	ENSMUSG00000123368	lncRNA	ENSMUSG00000123368
chr1	22100288	22100839	-	ENSMUSG00000099692	processed_pseudogene	Gm5696
chr1	22115379	22140369	-	ENSMUSG00000140384	lncRNA	ENSMUSG00000140384
chr1	22155445	22163461	-	ENSMUSG00000124412	lncRNA	ENSMUSG00000124412
chr1	22308073	22308519	+	ENSMUSG00000100418	processed_pseudogene	Gm28239
chr1	22344874	22345628	-	ENSMUSG00000128972	lncRNA	ENSMUSG00000128972
chr1	22345673	22372192	+	ENSMUSG00000135509	lncRNA	ENSMUSG00000135509
chr1	22356475	22845203	-	ENSMUSG00000041670	protein_coding	Rims1
chr1	22779845	22780646	+	ENSMUSG00000097642	processed_pseudogene	Gm26866
chr1	22806981	22813534	-	ENSMUSG00000131366	lncRNA	ENSMUSG00000131366
chr1	22813622	22816733	+	ENSMUSG00000141541	lncRNA	ENSMUSG00000141541
chr1	22998559	23007997	+	ENSMUSG00000128277	lncRNA	ENSMUSG00000128277
chr1	23023944	23026206	-	ENSMUSG00000101468	processed_pseudogene	Gm7761
chr1	23087376	23274754	-	ENSMUSG00000101227	lncRNA	Gm29506
chr1	23139554	23141334	-	ENSMUSG00000073730	protein_coding	Ppp1r14bl
chr1	23151303	23159941	+	ENSMUSG00000141721	lncRNA	ENSMUSG00000141721
chr1	23162794	23166971	+	ENSMUSG00000141755	lncRNA	ENSMUSG00000141755
chr1	23284292	23284412	+	ENSMUSG00000089553	snoRNA	Gm24176
chr1	23294766	23295488	-	ENSMUSG00000102766	TEC	Gm6420
chr1	23295327	23311354	+	ENSMUSG00000134304	lncRNA	ENSMUSG00000134304
chr1	23311350	23311420	+	ENSMUSG00000065405	miRNA	Mir30a
chr1	23330618	23331016	+	ENSMUSG00000097970	lncRNA	Gm27028
chr1	23330782	23330865	+	ENSMUSG00000065567	miRNA	Mir30c-2
chr1	23332810	23333156	+	ENSMUSG00000100775	lncRNA	Gm29107
chr1	23340422	23345386	+	ENSMUSG00000133147	lncRNA	ENSMUSG00000133147
chr1	23385037	23385680	-	ENSMUSG00000101226	processed_pseudogene	Gm20954
chr1	23405505	23436853	-	ENSMUSG00000026158	protein_coding	Ogfrl1
chr1	23500658	23502878	+	ENSMUSG00000138593	lncRNA	ENSMUSG00000138593
chr1	23518620	23519608	+	ENSMUSG00000097920	processed_pseudogene	Gm7784
chr1	23613331	23636859	+	ENSMUSG00000099503	lncRNA	Gm28822
chr1	23638439	23644800	+	ENSMUSG00000142633	lncRNA	ENSMUSG00000142633
chr1	23800834	23888239	+	ENSMUSG00000026156	protein_coding	B3gat2
chr1	23883927	23961398	-	ENSMUSG00000026155	protein_coding	Smap1
chr1	24010656	24017716	-	ENSMUSG00000141937	lncRNA	ENSMUSG00000141937
chr1	24016741	24039725	+	ENSMUSG00000141893	lncRNA	ENSMUSG00000141893
chr1	24035020	24044737	-	ENSMUSG00000026154	protein_coding	Sdhaf4
chr1	24044586	24044975	+	ENSMUSG00000102495	TEC	Gm26524
chr1	24050174	24139422	-	ENSMUSG00000026153	protein_coding	Fam135a
chr1	24139109	24140213	+	ENSMUSG00000143955	lncRNA	ENSMUSG00000143955
chr1	24139706	24142505	+	ENSMUSG00000102398	TEC	Gm37580
chr1	24147122	24174262	+	ENSMUSG00000122847	lncRNA	ENSMUSG00000122847
chr1	24164356	24165222	+	ENSMUSG00000097670	processed_pseudogene	Gm26607
chr1	24216691	24291765	+	ENSMUSG00000026147	protein_coding	Col9a1
chr1	24300971	24626553	-	ENSMUSG00000026141	protein_coding	Col19a1
chr1	24377614	24454743	+	ENSMUSG00000125396	lncRNA	ENSMUSG00000125396
chr1	24401230	24402303	+	ENSMUSG00000125434	lncRNA	ENSMUSG00000125434
chr1	24587922	24588058	-	ENSMUSG00000077463	snoRNA	Gm26418
chr1	24633168	24634504	-	ENSMUSG00000099997	processed_pseudogene	Tubb4b-ps2
chr1	24650616	24651491	-	ENSMUSG00000100131	unprocessed_pseudogene	Gm28439
chr1	24651488	24651781	-	ENSMUSG00000067736	unprocessed_pseudogene	Gm10222
chr1	24651850	24652265	-	ENSMUSG00000138098	lncRNA	ENSMUSG00000138098
chr1	24651856	24652200	-	ENSMUSG00000101939	transcribed_unprocessed_pseudogene	Gm28438
chr1	24652270	24653052	-	ENSMUSG00000101111	unprocessed_pseudogene	Gm28437
chr1	24653055	24653732	-	ENSMUSG00000100862	unprocessed_pseudogene	Atp6-ps
chr1	24653966	24654646	-	ENSMUSG00000102070	unprocessed_pseudogene	Gm28661
chr1	24654787	24655278	-	ENSMUSG00000101249	unprocessed_pseudogene	Gm29216
chr1	24717111	24718211	-	ENSMUSG00000127021	lncRNA	ENSMUSG00000127021
chr1	24717711	24805382	+	ENSMUSG00000073725	protein_coding	Lmbrd1
chr1	24839078	24841674	-	ENSMUSG00000133176	lncRNA	ENSMUSG00000133176
chr1	24858603	24877196	-	ENSMUSG00000129414	lncRNA	ENSMUSG00000129414
chr1	24903623	24909302	+	ENSMUSG00000143216	lncRNA	ENSMUSG00000143216
chr1	24949542	24950740	-	ENSMUSG00000100808	processed_pseudogene	Gm28594
chr1	24978353	24982596	+	ENSMUSG00000130976	lncRNA	ENSMUSG00000130976
chr1	25002290	25004239	-	ENSMUSG00000100483	lncRNA	Gm28237
chr1	25050803	25052291	+	ENSMUSG00000135830	lncRNA	ENSMUSG00000135830
chr1	25051022	25051837	+	ENSMUSG00000100450	transcribed_processed_pseudogene	Gm9443
chr1	25065590	25066380	-	ENSMUSG00000099392	lncRNA	Gm29414
chr1	25066388	25125071	+	ENSMUSG00000122244	lncRNA	ENSMUSG00000122244
chr1	25106557	25868788	-	ENSMUSG00000033569	protein_coding	Adgrb3
chr1	25262811	25263254	+	ENSMUSG00000080849	processed_pseudogene	Gm15702
chr1	25266150	25273241	+	ENSMUSG00000122289	lncRNA	ENSMUSG00000122289
chr1	25315485	25317035	-	ENSMUSG00000104257	TEC	Gm20172
chr1	25318526	25318632	-	ENSMUSG00000119153	snRNA	Gm22260
chr1	25323299	25324329	-	ENSMUSG00000102296	TEC	Gm37543
chr1	25335593	25338967	-	ENSMUSG00000103209	TEC	Gm37331
chr1	25353357	25356789	-	ENSMUSG00000104027	TEC	Gm37211
chr1	25364947	25367479	-	ENSMUSG00000102407	TEC	Gm37862
chr1	25385059	25388163	-	ENSMUSG00000103214	TEC	Gm38286
chr1	25401645	25404901	-	ENSMUSG00000104100	TEC	Gm37880
chr1	25490152	25490255	+	ENSMUSG00000084740	snRNA	Gm25294
chr1	25647331	25650265	-	ENSMUSG00000103889	TEC	Gm37011
chr1	25654027	25654596	-	ENSMUSG00000101301	processed_pseudogene	Gm29214
chr1	25659319	25662261	-	ENSMUSG00000104221	TEC	Gm37051
chr1	25711326	25715320	-	ENSMUSG00000102250	TEC	Gm38260
chr1	25725143	25730582	-	ENSMUSG00000102317	TEC	Gm37628
chr1	25737078	25739557	+	ENSMUSG00000133748	lncRNA	ENSMUSG00000133748
chr1	25761119	25763859	-	ENSMUSG00000103563	TEC	8030445P17Rik
chr1	25774470	25778050	-	ENSMUSG00000102465	TEC	Gm38198
chr1	25794424	25798114	-	ENSMUSG00000102659	TEC	Gm37077
chr1	25814838	25819387	-	ENSMUSG00000103924	TEC	Gm37895
chr1	25836362	25839986	-	ENSMUSG00000104132	TEC	Gm36952
chr1	25843178	25846487	-	ENSMUSG00000102747	TEC	Gm37602
chr1	25848037	25849053	-	ENSMUSG00000102386	TEC	2900022M07Rik
chr1	25863471	25863800	-	ENSMUSG00000103004	TEC	2900002M20Rik
chr1	25868576	25868653	-	ENSMUSG00000144247	protein_coding	ENSMUSG00000144247
chr1	25869504	25870651	+	ENSMUSG00000135201	lncRNA	Gm9884
chr1	25869738	25870959	+	ENSMUSG00000104516	TEC	Gm9884
chr1	25927067	25954891	-	ENSMUSG00000130306	lncRNA	ENSMUSG00000130306
chr1	26035685	26036240	-	ENSMUSG00000101618	processed_pseudogene	Gm18443
chr1	26505317	26505967	+	ENSMUSG00000099458	processed_pseudogene	Gm19123
chr1	26605914	26606019	+	ENSMUSG00000088111	snoRNA	Gm24064
chr1	26656039	26814275	+	ENSMUSG00000140232	lncRNA	ENSMUSG00000140232
chr1	26720895	26726541	-	ENSMUSG00000073722	protein_coding	Spata31e2
chr1	26998184	26998302	-	ENSMUSG00000119695	rRNA	n-R5s209
chr1	27208285	27285978	-	ENSMUSG00000133566	lncRNA	ENSMUSG00000133566
chr1	27375433	27375849	-	ENSMUSG00000100310	processed_pseudogene	Gm19641
chr1	27482287	27566952	+	ENSMUSG00000129952	lncRNA	ENSMUSG00000129952
chr1	27923059	27941916	+	ENSMUSG00000101514	lncRNA	Gm5524
chr1	27939500	27940153	-	ENSMUSG00000101033	processed_pseudogene	Gm18776
chr1	28028991	28030863	+	ENSMUSG00000101372	processed_pseudogene	Gm19028
chr1	28267662	28271758	+	ENSMUSG00000129466	lncRNA	ENSMUSG00000129466
chr1	28296657	28353928	+	ENSMUSG00000141222	lncRNA	ENSMUSG00000141222
chr1	28575693	28598116	-	ENSMUSG00000139702	lncRNA	ENSMUSG00000139702
chr1	28608999	28610512	+	ENSMUSG00000103241	TEC	Gm38089
chr1	28619580	28619853	-	ENSMUSG00000086240	processed_pseudogene	Gm7846
chr1	28780057	28934695	-	ENSMUSG00000138065	lncRNA	ENSMUSG00000138065
chr1	28815198	28819333	-	ENSMUSG00000048411	protein_coding	Spata31e5
chr1	28839321	28841802	-	ENSMUSG00000081557	processed_pseudogene	Gm5697
chr1	28977117	28977420	+	ENSMUSG00000058590	processed_pseudogene	Gm6462
chr1	28987402	29853925	+	ENSMUSG00000118548	unitary_pseudogene	Gm53035
chr1	29103621	29107261	+	ENSMUSG00000124238	lncRNA	ENSMUSG00000124238
chr1	29258781	29259330	+	ENSMUSG00000101235	processed_pseudogene	Gm18033
chr1	29320045	29320156	-	ENSMUSG00002075209	misc_RNA	Gm55767
chr1	29340561	29340660	+	ENSMUSG00002076857	miRNA	Gm55769
chr1	29400356	29400451	-	ENSMUSG00002074912	miRNA	Gm55770
chr1	29460431	29461114	-	ENSMUSG00000128221	lncRNA	ENSMUSG00000128221
chr1	29460569	29460693	+	ENSMUSG00000099257	miRNA	Mir6342
chr1	29523685	29524996	-	ENSMUSG00000099492	processed_pseudogene	Gm5525
chr1	29568863	29573005	-	ENSMUSG00000123191	lncRNA	ENSMUSG00000123191
chr1	29969175	29969796	+	ENSMUSG00000101726	processed_pseudogene	Gm7858
chr1	30025015	30025124	+	ENSMUSG00002075317	miRNA	Gm55771
chr1	30130274	30301665	-	ENSMUSG00000127937	lncRNA	ENSMUSG00000127937
chr1	30372372	30372478	-	ENSMUSG00002075289	miRNA	Gm55772
chr1	30522104	30569020	-	ENSMUSG00000124992	lncRNA	ENSMUSG00000124992
chr1	30541502	30568006	+	ENSMUSG00000125037	lncRNA	ENSMUSG00000125037
chr1	30672635	30794780	-	ENSMUSG00000053185	lncRNA	Gm9898
chr1	30757807	30758665	+	ENSMUSG00000142156	lncRNA	ENSMUSG00000142156
chr1	30808768	30810896	+	ENSMUSG00000100261	unprocessed_pseudogene	Gm6473
chr1	30833629	30833956	-	ENSMUSG00000101180	processed_pseudogene	Gm2914
chr1	30841420	30913002	-	ENSMUSG00000048874	protein_coding	Phf3
chr1	30872629	30875512	-	ENSMUSG00000103783	TEC	Gm37522
chr1	30904585	30907619	-	ENSMUSG00000104315	TEC	Gm37906
chr1	30914013	30925972	+	ENSMUSG00000128750	lncRNA	ENSMUSG00000128750
chr1	30979383	30988390	-	ENSMUSG00000026064	protein_coding	Ptp4a1
chr1	30979383	30988851	-	ENSMUSG00000117310	protein_coding	Ptp4a1
chr1	30988893	30990785	+	ENSMUSG00000139019	lncRNA	ENSMUSG00000139019
chr1	31016324	31017049	-	ENSMUSG00000117091	protein_coding	Alyreffm3
chr1	31025306	31026034	-	ENSMUSG00000086726	unprocessed_pseudogene	Gm9458
chr1	31036933	31261765	-	ENSMUSG00000086727	protein_coding	Alyreffm1
chr1	31058449	31189217	+	ENSMUSG00000100910	lncRNA	Gm29128
chr1	31102663	31122413	-	ENSMUSG00000125934	lncRNA	ENSMUSG00000125934
chr1	31161806	31161943	-	ENSMUSG00002076113	rRNA	Gm55778
chr1	31203630	31203854	+	ENSMUSG00000099796	processed_pseudogene	Gm7893
chr1	31215482	31243806	+	ENSMUSG00000050217	protein_coding	Lgsn
chr1	31261919	31263369	+	ENSMUSG00000026063	protein_coding	Dnaaf6rt
chr1	31298674	31298800	-	ENSMUSG00000077664	snoRNA	Gm26145
chr1	31306407	31306965	+	ENSMUSG00000100205	unprocessed_pseudogene	Gm4850
chr1	31313973	31314536	+	ENSMUSG00000100592	unprocessed_pseudogene	Gm28645
chr1	31326026	31326787	+	ENSMUSG00000094215	protein_coding	Alyreffm2
chr1	31368809	31372846	+	ENSMUSG00000124860	lncRNA	ENSMUSG00000124860
chr1	31598621	31600481	+	ENSMUSG00000101093	processed_pseudogene	Eef1a1-ps2
chr1	31654230	31655742	+	ENSMUSG00000070960	processed_pseudogene	Gm19680
chr1	31695713	31695819	-	ENSMUSG00000088620	snRNA	Gm23032
chr1	31775138	31775972	+	ENSMUSG00000082159	processed_pseudogene	Gm7910
chr1	32156452	32163703	-	ENSMUSG00000124101	lncRNA	ENSMUSG00000124101
chr1	32191064	32200151	+	ENSMUSG00000142221	lncRNA	ENSMUSG00000142221
chr1	32211795	32697649	+	ENSMUSG00000026058	protein_coding	Khdrbs2
chr1	32252214	32252320	-	ENSMUSG00000064688	snRNA	Gm25814
chr1	32512838	32514646	+	ENSMUSG00000103482	TEC	Gm37999
chr1	32524396	32526023	+	ENSMUSG00000104498	TEC	Gm37110
chr1	32535525	32537069	+	ENSMUSG00000104313	TEC	Gm37911
chr1	32558644	32560080	-	ENSMUSG00000102865	TEC	Gm9839
chr1	32578109	32581521	+	ENSMUSG00000102321	TEC	Gm37792
chr1	32582767	32586375	-	ENSMUSG00000091318	protein_coding	Semp2l1
chr1	32607440	32607502	-	ENSMUSG00000089489	snRNA	Gm24732
chr1	32749260	32751729	+	ENSMUSG00000104433	TEC	Gm37426
chr1	32765720	32766011	+	ENSMUSG00002076392	misc_RNA	Gm55794
chr1	33006565	33011571	-	ENSMUSG00000102926	TEC	Gm37151
chr1	33067241	33069371	-	ENSMUSG00000100497	processed_pseudogene	Gm28624
chr1	33104211	33105431	+	ENSMUSG00000102917	lncRNA	Gm37724
chr1	33139988	33141776	+	ENSMUSG00000100481	processed_pseudogene	Gm7114
chr1	33147986	33148736	-	ENSMUSG00000100590	processed_pseudogene	Gm4785
chr1	33172315	33215139	-	ENSMUSG00000131675	lncRNA	ENSMUSG00000131675
chr1	33231074	33231183	+	ENSMUSG00000088750	snRNA	Gm24901
chr1	33233381	33254567	-	ENSMUSG00000104230	lncRNA	Gm37591
chr1	33275020	33276712	+	ENSMUSG00000101754	processed_pseudogene	Gm2987
chr1	33284104	33286140	+	ENSMUSG00000137049	lncRNA	ENSMUSG00000137049
chr1	33332757	33332856	+	ENSMUSG00000065223	snRNA	Gm25792
chr1	33354751	33355663	-	ENSMUSG00000100318	processed_pseudogene	Gm18799
chr1	33402308	33431033	+	ENSMUSG00000132768	lncRNA	ENSMUSG00000132768
chr1	33410412	33412666	+	ENSMUSG00000101612	processed_pseudogene	Gm7933
chr1	33461814	33461919	+	ENSMUSG00000065260	snRNA	Gm23453
chr1	33492891	33708876	-	ENSMUSG00000026134	protein_coding	Prim2
chr1	33521182	33521599	+	ENSMUSG00000101682	processed_pseudogene	Gm29228
chr1	33523103	33525279	+	ENSMUSG00000138807	lncRNA	ENSMUSG00000138807
chr1	33652839	33655913	-	ENSMUSG00000102714	TEC	Gm37618
chr1	33696862	33697189	+	ENSMUSG00000102093	processed_pseudogene	Gm17813
chr1	33708879	33710609	+	ENSMUSG00000138851	lncRNA	ENSMUSG00000138851
chr1	33708900	33710163	+	ENSMUSG00000103746	TEC	1700001G17Rik
chr1	33710996	33713309	-	ENSMUSG00000102198	TEC	Gm38173
chr1	33751553	33759331	-	ENSMUSG00000121274	lncRNA	Gm57180
chr1	33758968	33781645	+	ENSMUSG00000004768	protein_coding	Rab23
chr1	33784565	33796876	-	ENSMUSG00000042215	protein_coding	Bag2
chr1	33787088	33787428	+	ENSMUSG00000103072	TEC	Gm37905
chr1	33800626	33853676	-	ENSMUSG00000042197	protein_coding	Zfp451
chr1	33853704	33855211	+	ENSMUSG00000123811	lncRNA	ENSMUSG00000123811
chr1	33875205	33877761	-	ENSMUSG00000081402	processed_pseudogene	Gm15455
chr1	33875422	33878614	+	ENSMUSG00000123789	lncRNA	ENSMUSG00000123789
chr1	33891133	33946897	-	ENSMUSG00000042182	protein_coding	Bend6
chr1	33928571	33930198	-	ENSMUSG00000104416	TEC	Gm37067
chr1	33947306	34347742	+	ENSMUSG00000026131	protein_coding	Dst
chr1	33961536	33963919	+	ENSMUSG00000103596	TEC	Gm37354
chr1	34002433	34002766	-	ENSMUSG00000099382	processed_pseudogene	Gm28631
chr1	34020491	34020583	-	ENSMUSG00000084506	snRNA	Gm23792
chr1	34049889	34051170	-	ENSMUSG00000127497	lncRNA	ENSMUSG00000127497
chr1	34071181	34072878	+	ENSMUSG00000103364	TEC	Gm38157
chr1	34156440	34156512	+	ENSMUSG00000105982	miRNA	Mir6896
chr1	34197658	34217527	-	ENSMUSG00000096992	lncRNA	Gm26788
chr1	34308963	34310209	-	ENSMUSG00000103001	TEC	A930005N03Rik
chr1	34313153	34314994	-	ENSMUSG00000143827	lncRNA	ENSMUSG00000143827
chr1	34347078	34348130	-	ENSMUSG00000126561	lncRNA	ENSMUSG00000126561
chr1	34354866	34355392	-	ENSMUSG00000143057	lncRNA	ENSMUSG00000143057
chr1	34368514	34369388	-	ENSMUSG00000104397	lncRNA	Gm37958
chr1	34389856	34390242	+	ENSMUSG00000102839	TEC	Gm37385
chr1	34406286	34415425	-	ENSMUSG00000141576	lncRNA	ENSMUSG00000141576
chr1	34406452	34408084	+	ENSMUSG00000101206	processed_pseudogene	Gm5266
chr1	34438387	34442128	+	ENSMUSG00000142399	lncRNA	ENSMUSG00000142399
chr1	34444160	34474254	-	ENSMUSG00000102336	lncRNA	Gm37233
chr1	34454131	34454959	-	ENSMUSG00000101462	transcribed_processed_pseudogene	Gm3052
chr1	34454844	34457067	-	ENSMUSG00000121838	lncRNA	ENSMUSG00000121838
chr1	34472202	34472280	-	ENSMUSG00000092852	miRNA	Mir5103
chr1	34475751	34478753	-	ENSMUSG00000042111	protein_coding	Ccdc115
chr1	34478592	34483811	-	ENSMUSG00000101711	lncRNA	Gm28306
chr1	34478932	34488437	+	ENSMUSG00000026127	protein_coding	Imp4
chr1	34497795	34512319	-	ENSMUSG00000100280	lncRNA	Gm28417
chr1	34498843	34514814	+	ENSMUSG00000026126	protein_coding	Ptpn18
chr1	34516216	34538161	-	ENSMUSG00000101223	lncRNA	4930568A12Rik
chr1	34523506	34526454	+	ENSMUSG00000140102	lncRNA	ENSMUSG00000140102
chr1	34537491	34542144	+	ENSMUSG00000026125	protein_coding	Prss39
chr1	34548169	34549552	-	ENSMUSG00000132507	lncRNA	ENSMUSG00000132507
chr1	34561333	34563599	-	ENSMUSG00000128226	lncRNA	ENSMUSG00000128226
chr1	34562797	34563088	-	ENSMUSG00000101116	processed_pseudogene	Gm28416
chr1	34574729	34583394	+	ENSMUSG00000026124	protein_coding	Cfc1
chr1	34577167	34577641	-	ENSMUSG00000101803	processed_pseudogene	Gm28419
chr1	34583049	34600024	-	ENSMUSG00000037529	protein_coding	Prss40
chr1	34618281	34618792	-	ENSMUSG00000045815	lncRNA	1700101I19Rik
chr1	34618738	34630025	+	ENSMUSG00000045174	protein_coding	Amer3
chr1	34619525	34706069	-	ENSMUSG00000138441	lncRNA	ENSMUSG00000138441
chr1	34646378	34646800	-	ENSMUSG00000100524	processed_pseudogene	Gm28418
chr1	34649653	34649887	-	ENSMUSG00000102499	processed_pseudogene	Gm36984
chr1	34649989	34651384	-	ENSMUSG00000103521	processed_pseudogene	Gm29730
chr1	34674625	34675270	-	ENSMUSG00000104098	processed_pseudogene	AA619741
chr1	34704553	34706160	+	ENSMUSG00000138482	lncRNA	ENSMUSG00000138482
chr1	34717269	34852390	+	ENSMUSG00000037509	protein_coding	Arhgef4
chr1	34724505	34728620	-	ENSMUSG00000125398	lncRNA	ENSMUSG00000125398
chr1	34791856	34792003	+	ENSMUSG00000102537	processed_pseudogene	Gm37224
chr1	34792204	34792558	+	ENSMUSG00000102612	processed_pseudogene	Gm37845
chr1	34840875	34841045	+	ENSMUSG00000118272	protein_coding	Smim39
chr1	34848441	34850989	-	ENSMUSG00000104002	lncRNA	Gm38336
chr1	34852300	34882146	-	ENSMUSG00000037503	protein_coding	Fam168b
chr1	34862606	34865641	+	ENSMUSG00000104358	TEC	Gm37127
chr1	34889057	34918661	+	ENSMUSG00000026123	protein_coding	Plekhb2
chr1	34967590	34969726	+	ENSMUSG00000103716	processed_pseudogene	Gm19430
chr1	35008708	35008936	-	ENSMUSG00000103548	processed_pseudogene	Gm37670
chr1	35009146	35009581	+	ENSMUSG00000103760	processed_pseudogene	Gm8009
chr1	35024737	35024971	+	ENSMUSG00000103997	processed_pseudogene	Gm38027
chr1	35037212	35058373	+	ENSMUSG00000132530	lncRNA	ENSMUSG00000132530
chr1	35184509	35186508	-	ENSMUSG00000131914	lncRNA	ENSMUSG00000131914
chr1	35218037	35218165	-	ENSMUSG00000077231	snoRNA	Gm25096
chr1	35255039	35256731	+	ENSMUSG00000141296	lncRNA	ENSMUSG00000141296
chr1	35399248	35404016	+	ENSMUSG00000135071	lncRNA	ENSMUSG00000135071
chr1	35401961	35424454	-	ENSMUSG00000135032	lncRNA	ENSMUSG00000135032
chr1	35616137	35619673	-	ENSMUSG00000141845	lncRNA	ENSMUSG00000141845
chr1	35655994	35788718	-	ENSMUSG00000104417	lncRNA	Gm37068
chr1	35800683	35800787	+	ENSMUSG00000064601	snRNA	Gm25634
chr1	35846055	35849543	+	ENSMUSG00000101714	lncRNA	Gm28415
chr1	35864867	35920212	+	ENSMUSG00000102531	lncRNA	1110002O04Rik
chr1	35981009	36004873	+	ENSMUSG00000138845	lncRNA	ENSMUSG00000138845
chr1	35994732	35996867	-	ENSMUSG00000138886	lncRNA	ENSMUSG00000138886
chr1	35998000	35998903	+	ENSMUSG00000103096	processed_pseudogene	Gm8022
chr1	36021041	36025454	-	ENSMUSG00000102279	lncRNA	Gm37146
chr1	36024660	36031884	+	ENSMUSG00000143922	lncRNA	ENSMUSG00000143922
chr1	36040785	36050321	-	ENSMUSG00000103708	lncRNA	Gm33222
chr1	36050111	36050980	+	ENSMUSG00000104201	lncRNA	4930535G08Rik
chr1	36054300	36105346	-	ENSMUSG00000140889	lncRNA	ENSMUSG00000140889
chr1	36055850	36060639	+	ENSMUSG00000140969	lncRNA	ENSMUSG00000140969
chr1	36068728	36070099	-	ENSMUSG00000102434	TEC	Gm38049
chr1	36098136	36105477	+	ENSMUSG00000140927	lncRNA	ENSMUSG00000140927
chr1	36107481	36145527	+	ENSMUSG00000045216	protein_coding	Hs6st1
chr1	36131170	36137690	-	ENSMUSG00000122855	lncRNA	ENSMUSG00000122855
